0.000000 0.000000 8.35635e+08
0.000102 0.010000 0
0.000102 0.050000 0
0.000305 0.011000 0
0.000305 0.050000 0
0.000394 0.005000 0
0.000394 0.010000 0
0.000394 0.011000 0
0.000394 0.027000 0
0.000660 0.017000 0
0.000660 0.027000 0
0.000765 0.005000 1.70527e+07
0.000765 0.017000 8.27065e+07
0.000765 0.050000 32385.3
0.050000 0.050000 351.578
0.050000 -0.050000 2.40407
0.000000 -0.050000 5.1111
0.000005 0.000030 2.53695e+09
0.000009 0.000059 3.21437e+09
0.000014 0.000089 2.81135e+09
0.000018 0.000118 2.2651e+09
0.000023 0.000148 1.60242e+09
0.000027 0.000178 1.3165e+09
0.000032 0.000207 1.18764e+09
0.000036 0.000237 9.65704e+08
0.000041 0.000266 8.71875e+08
0.000045 0.000296 7.60601e+08
0.000050 0.000325 6.6729e+08
0.000054 0.000355 6.01813e+08
0.000059 0.000385 5.31554e+08
0.000063 0.000414 4.73301e+08
0.000068 0.000444 4.2009e+08
0.000072 0.000473 3.85707e+08
0.000077 0.000503 3.72046e+08
0.000081 0.000533 3.42701e+08
0.000086 0.000562 3.19492e+08
0.000091 0.000592 2.94384e+08
0.000095 0.000621 2.7389e+08
0.000100 0.000651 2.53598e+08
0.000104 0.000680 2.39946e+08
0.000109 0.000710 2.24516e+08
0.000113 0.000740 2.11097e+08
0.000118 0.000769 1.96423e+08
0.000122 0.000799 1.8281e+08
0.000127 0.000828 1.80005e+08
0.000131 0.000858 1.71251e+08
0.000136 0.000888 1.63938e+08
0.000140 0.000917 1.56237e+08
0.000145 0.000947 1.43637e+08
0.000149 0.000976 1.36604e+08
0.000154 0.001006 1.34674e+08
0.000158 0.001036 1.29302e+08
0.000163 0.001065 1.21205e+08
0.000167 0.001095 1.1905e+08
0.000172 0.001124 1.15026e+08
0.000177 0.001154 1.11351e+08
0.000181 0.001183 1.07953e+08
0.000186 0.001213 1.00741e+08
0.000190 0.001243 9.86944e+07
0.000195 0.001272 9.79557e+07
0.000199 0.001302 9.3968e+07
0.000204 0.001331 9.06729e+07
0.000208 0.001361 8.77114e+07
0.000213 0.001391 8.58227e+07
0.000217 0.001420 8.26892e+07
0.000222 0.001450 8.03774e+07
0.000226 0.001479 7.79387e+07
0.000231 0.001509 7.59911e+07
0.000235 0.001538 7.42969e+07
0.000240 0.001568 7.18296e+07
0.000244 0.001598 7.00279e+07
0.000249 0.001627 6.82383e+07
0.000253 0.001657 6.67252e+07
0.000258 0.001686 6.56952e+07
0.000263 0.001716 6.33933e+07
0.000267 0.001746 6.14129e+07
0.000272 0.001775 5.9405e+07
0.000276 0.001805 5.8093e+07
0.000281 0.001834 5.78787e+07
0.000285 0.001864 5.65065e+07
0.000290 0.001893 5.53357e+07
0.000294 0.001923 5.39031e+07
0.000299 0.001953 5.2637e+07
0.000303 0.001982 5.12933e+07
0.000308 0.002012 5.02422e+07
0.000312 0.002041 4.90172e+07
0.000317 0.002071 4.79066e+07
0.000321 0.002101 4.68322e+07
0.000326 0.002130 4.5936e+07
0.000330 0.002160 4.57143e+07
0.000335 0.002189 4.46473e+07
0.000339 0.002219 4.3861e+07
0.000344 0.002249 4.30747e+07
0.000349 0.002278 4.15574e+07
0.000353 0.002308 4.06846e+07
0.000358 0.002337 4.05259e+07
0.000362 0.002367 3.9845e+07
0.000367 0.002396 3.87084e+07
0.000371 0.002426 3.84461e+07
0.000376 0.002456 3.79099e+07
0.000380 0.002485 3.73743e+07
0.000385 0.002515 3.6862e+07
0.000389 0.002544 3.64424e+07
0.000394 0.002574 3.61164e+07
0.000398 0.002604 3.55231e+07
0.000403 0.002633 3.4454e+07
0.000407 0.002663 3.36578e+07
0.000412 0.002692 3.36387e+07
0.000416 0.002722 3.31363e+07
0.000421 0.002751 3.21842e+07
0.000426 0.002781 3.1982e+07
0.000430 0.002811 3.17049e+07
0.000435 0.002840 3.12844e+07
0.000439 0.002870 3.08438e+07
0.000444 0.002899 3.00429e+07
0.000448 0.002929 2.97323e+07
0.000453 0.002959 2.96959e+07
0.000457 0.002988 2.92444e+07
0.000462 0.003018 2.89387e+07
0.000466 0.003047 2.8693e+07
0.000471 0.003077 2.84307e+07
0.000475 0.003107 2.8284e+07
0.000480 0.003136 2.76222e+07
0.000484 0.003166 2.72132e+07
0.000489 0.003195 2.70114e+07
0.000493 0.003225 2.6499e+07
0.000498 0.003254 2.61896e+07
0.000502 0.003284 2.61098e+07
0.000507 0.003314 2.57324e+07
0.000512 0.003343 2.54177e+07
0.000516 0.003373 2.54421e+07
0.000521 0.003402 2.52102e+07
0.000525 0.003432 2.46328e+07
0.000530 0.003462 2.43865e+07
0.000534 0.003491 2.42157e+07
0.000539 0.003521 2.37118e+07
0.000543 0.003550 2.3614e+07
0.000548 0.003580 2.36676e+07
0.000552 0.003609 2.31374e+07
0.000557 0.003639 2.27784e+07
0.000561 0.003669 2.28168e+07
0.000566 0.003698 2.25745e+07
0.000570 0.003728 2.24028e+07
0.000575 0.003757 2.24435e+07
0.000579 0.003787 2.22456e+07
0.000584 0.003817 2.207e+07
0.000588 0.003846 2.18115e+07
